sample_id,m_hot_kg_s,m_cold_kg_s,cp_hot_J_kgK,cp_cold_J_kgK,UA_W_K,T_hot_in_C,T_cold_in_C,Q_kW,T_hot_out_C,T_cold_out_C,effectiveness,NTU,LMTD_K,split
1619,0.457871,0.0630629,2533.29,3927.26,9248.86,286.114,5.93652,69.3901,226.291,286.114,1,37.3443,7.50256,train
1620,2.05736,0.180848,1553.65,3564.38,610.71,194.963,56.6353,52.2612,178.613,137.709,0.586101,0.947406,85.5744,train
1621,1.77612,4.00878,3591.02,2061.67,754.856,220.52,23.5814,134.546,199.425,39.8608,0.107115,0.118351,178.24,train
1622,0.100253,0.0857244,4085.69,3858.44,710.37,106.098,8.40723,23.4829,48.7668,79.4036,0.726749,2.14767,33.0574,test
1623,0.240992,0.0930399,3161,2626.93,5326.41,118.093,12.3285,25.8499,84.1597,118.093,1,21.793,4.85317,train
1624,0.0531872,0.853785,2823.45,2546.67,146.774,83.4804,23.8395,5.50378,46.8303,26.3708,0.614512,0.97738,37.4982,train
1625,0.159879,1.81592,2036.21,3641.3,552.176,193.948,28.4931,43.5525,60.1649,35.0797,0.808577,1.69616,78.8742,train
1626,1.20033,4.80515,3714.38,3423.55,4750.96,222.225,8.03836,589.231,90.066,43.8564,0.617028,1.0656,124.024,test
1627,2.22917,0.0528524,1336.75,3613.46,2576.27,99.4653,35.1116,12.2903,95.3408,99.4651,0.999997,13.4897,4.77056,train
1628,0.182438,2.22405,2207.82,3229.08,162.154,106.467,34.4987,9.52972,82.8075,35.8257,0.328747,0.402578,58.7694,train
1629,0.26049,0.10339,3997.78,3024.58,6845.83,206.469,42.8589,51.1626,157.34,206.469,1,21.892,7.47354,train
1630,0.0759462,0.215848,1420.98,1909.09,18984.7,141.092,25.1627,12.5109,25.1627,55.5236,1,175.918,0.658998,train
1631,0.503659,1.58633,1990.8,1717.46,384.699,225.062,42.0476,55.554,169.656,62.4385,0.302737,0.383668,144.409,train
1632,2.34765,0.122495,2706.3,1233.06,19752.9,164.296,34.0579,19.6717,161.2,164.296,1,130.776,0.995887,train
1633,2.90721,0.521999,4067.94,2806.14,100.297,201.479,23.3459,17.1993,200.024,35.0877,0.0659156,0.0684715,171.483,train
1634,0.211407,0.121137,1283.63,3999.35,291.256,121.935,30.1639,14.4034,68.8582,59.894,0.57836,1.07329,49.4526,test
1635,1.74997,0.269077,3425.1,2989.14,135.066,294.345,30.3862,32.4996,288.923,70.793,0.15308,0.167927,240.621,train
1636,4.64177,0.167937,1717.81,1732.71,7106.4,199.127,39.9847,46.3085,193.32,199.127,1,24.4217,6.51645,train
1637,0.489756,0.423443,3124.65,2359.89,9110.78,149.415,55.7208,92.2143,89.1564,148.002,0.984918,9.11735,10.1214,train
1638,0.219176,0.971963,2595.96,3383.28,13629.4,263.999,8.06891,145.617,8.06891,52.3508,1,23.9544,10.684,train
1639,0.860231,0.140091,1802.54,2354.57,1373.13,246.362,14.9309,74.0524,198.605,239.432,0.970056,4.16285,53.9297,train
1640,0.0878562,0.245772,4104.13,1577.03,591.687,237.802,16.71,50.609,97.4447,147.283,0.634836,1.64096,85.5335,train
1641,0.305611,3.92237,3313.06,3681.64,14329.1,207.215,5.31233,204.428,5.31269,19.4686,0.999998,14.1521,14.2666,test
1642,0.429291,0.0843862,1586.44,3167.2,580.328,193.489,37.1605,34.1998,143.273,165.121,0.818533,2.17133,58.9317,train
1643,0.474939,0.196913,1776.09,2740.26,206.199,139.516,27.0698,17.6339,118.611,59.7498,0.290628,0.382138,85.5189,test
1644,1.17283,0.0640959,4022.62,3990.73,370.244,278.211,21.3732,49.6704,267.683,215.558,0.75606,1.44746,134.156,test
1645,0.0627196,0.499721,1006.56,1181.7,152.754,277.477,52.7948,12.7067,76.2025,74.3127,0.895818,2.41962,83.184,train
1646,0.646384,0.506645,3437.6,2522.53,15612.1,276.283,10.3736,339.032,123.704,275.651,0.997624,12.2158,21.7159,train
1647,1.66776,0.0579921,3794.36,2252.38,8476.73,196.66,7.17582,24.7506,192.749,196.66,1,64.8959,2.91982,train
1648,2.47709,1.44933,2561.58,2119.93,1734.34,142.025,25.3928,141.856,119.669,71.5626,0.395857,0.564475,81.7926,train
1649,0.598024,0.286903,3048.8,2598.39,1927.78,111.683,34.3621,49.5344,84.5149,100.808,0.859354,2.58595,25.695,train
1650,0.147856,1.12476,3211.04,3062.35,176.062,205.185,11.405,27.9769,146.257,19.5274,0.304094,0.370837,158.904,test
1651,2.87861,1.10296,1611.12,1070.28,593.392,167.82,49.4778,52.9194,156.409,94.3068,0.378808,0.502673,89.1813,train
1652,4.31787,0.897203,3657.06,2136.25,4601.49,237.975,23.4058,366.764,214.748,214.763,0.89182,2.4008,79.7055,train
1653,1.48927,3.79102,3200.95,3985.77,9051.84,297.607,59.5969,902.98,108.187,119.357,0.795849,1.89883,99.7564,train
1654,1.3118,2.33536,3976.94,4184.01,1040.99,196.206,15.3046,163.219,164.919,32.0088,0.172947,0.199539,156.793,test
1655,0.0864268,1.69914,4046.69,3619.61,12351.5,148.714,14.7596,46.8496,14.7596,22.3771,1,35.3161,3.79302,train
1656,0.443596,0.419135,3672.6,3679.33,111.774,290.381,25.6434,27.6409,273.414,43.5672,0.0677041,0.0724803,247.292,test
1657,0.0874928,1.63432,1096.45,3931.58,12700.5,223.806,54.2185,16.2687,54.2185,56.7504,1,132.391,1.28095,train
1658,2.89154,0.474101,1314.82,1894.01,10731.9,192.32,10.0979,163.613,149.285,192.305,0.999917,11.9515,15.2455,train
1659,3.9281,1.86273,3639.1,1699.12,1401.28,295.268,44.0118,275.005,276.03,130.901,0.345819,0.442741,196.253,train
1660,0.0872508,0.160516,4052.38,1386.63,129.987,288.591,52.2556,20.7609,229.873,145.531,0.394676,0.584011,159.716,train
1661,0.138039,1.04211,1984.94,1401.55,645.626,96.0913,11.2064,20.393,21.6638,25.1687,0.876804,2.35631,31.5864,train
1662,0.235096,0.0559512,3262.88,1373.8,3338.16,236.23,17.9313,16.7797,214.356,236.23,1,43.4285,5.02663,train
1663,0.146524,0.0797145,2220.01,3014.44,8793.61,108.101,7.07102,24.2765,33.4694,108.099,0.999982,36.5951,2.7607,test
1664,2.541,0.584782,2615.24,1076.17,13106.2,252.9,22.1139,145.239,231.045,252.9,1,20.8259,11.0817,train
1665,1.18202,0.660227,3646.92,2915.25,5053.13,89.5244,25.4608,105.486,65.054,80.2663,0.855486,2.62537,20.8753,train
1666,1.68783,3.06752,2043.91,2465.15,310.489,102.633,11.5552,26.5345,94.9412,15.0642,0.0844515,0.0900026,85.4603,train
1667,1.76967,0.119236,2902.63,4111.6,2141.21,296.008,31.0164,127.648,271.158,291.388,0.982564,4.36757,59.6147,train
1668,0.100567,0.104168,2575.84,3054.7,6499.51,120.225,5.9649,29.5461,6.16661,98.818,0.998235,25.0904,4.54589,train
1669,0.123893,0.134599,3800.4,1664.84,531.448,101.006,37.0407,11.8212,75.8997,89.7937,0.82471,2.37163,22.2434,train
1670,0.199744,1.11112,4188.96,2629.09,4975.32,167.603,44.9826,101.543,46.2446,79.7429,0.989708,5.94623,20.4094,test
1671,1.14059,4.55104,3651.96,1926.08,123.502,295.741,30.2853,32.082,288.039,33.9453,0.0290144,0.0296495,259.769,train
1672,0.179563,0.0694473,3266.38,3623.08,164.827,87.3624,26.012,6.83403,75.7106,53.1728,0.442717,0.655082,41.4618,train
1673,1.68932,0.737641,1824.91,2045.45,488.395,155.384,12.5713,56.0982,137.187,49.7518,0.260345,0.323696,114.862,test
1674,0.152175,1.62576,1244.14,1860.4,1644.93,285.213,26.8447,48.903,26.915,43.0134,0.999728,8.68827,29.7295,train
1675,0.202816,0.73391,1986.39,3534.01,8533.51,200.211,27.7999,69.4596,27.7999,54.5806,1,21.1817,8.13964,train
1676,0.0726172,1.32436,1507.37,1203,19445.2,282.904,35.5851,27.0717,35.5851,52.5771,1,177.646,1.3922,train
1677,1.01793,0.177632,2292.1,2052.21,17391.5,243.729,56.9025,68.1052,214.539,243.729,1,47.7083,3.91601,train
1678,0.66169,0.596595,1198.49,3367.22,271.122,120.88,20.6221,21.886,93.282,31.5167,0.275269,0.341881,80.7237,test
1679,1.41145,1.40162,2868.26,2866.93,1852.09,237.176,7.45784,291.57,165.155,80.0175,0.315863,0.460907,157.428,train
1680,0.094618,3.496,2430.52,2274.34,234.6,211.665,20.9072,27.8778,90.4424,24.4134,0.635479,1.02013,118.831,train
1681,0.63004,3.04546,4119.81,3186.51,425.431,295.426,40.4654,98.155,257.611,50.5799,0.148318,0.163902,230.719,train
1682,1.56766,0.0633244,1661.86,2542.59,102.899,193.369,27.132,12.4943,188.574,104.732,0.466804,0.639089,121.423,train
1683,0.663592,0.669279,2237.6,3488.25,4082.64,271.651,53.7781,267.018,91.8241,168.152,0.825376,2.74952,65.4032,train
1684,0.524515,1.16756,1838.49,2816.55,16423.7,263.433,53.7016,202.247,53.7025,115.203,0.999996,17.0314,12.3143,train
1685,0.394072,0.066134,1164.95,1108.58,176.766,212.801,18.9639,12.6027,185.349,190.861,0.886814,2.41105,71.2956,train
1686,0.411652,1.15958,3433.67,1546.47,100.504,244.426,51.0633,18.2718,231.499,61.2524,0.0668527,0.0711041,181.801,train
1687,0.151827,0.115975,3094.24,1841.54,3080.95,256.513,59.6862,42.0279,167.052,256.472,0.999791,14.4258,13.6412,train
1688,1.46337,0.528423,2468.36,1365.54,19909.7,134.535,42.024,66.7544,116.055,134.535,1,27.5918,3.35285,train
1689,0.264289,0.337536,1354.85,1257.09,1298.29,266.244,34.7475,68.7863,74.1424,196.86,0.829825,3.62578,52.9821,test
1690,0.589335,0.0916086,3806.1,3476.81,2195.6,112.964,8.43797,33.2149,98.1558,112.721,0.997683,6.89343,15.1279,train
1691,3.19917,0.387346,1890.71,1896.94,596.859,136.47,49.995,34.4648,130.772,96.9004,0.542414,0.812305,57.7436,train
1692,1.33139,2.99207,2115.32,3294.19,206.697,158.984,10.8802,29.2269,148.606,13.8455,0.0700703,0.0733923,141.4,test
1693,0.29398,4.82311,3557.68,2049.29,360.515,114.881,43.5679,21.4515,94.3706,45.7382,0.28761,0.344698,59.5024,test
1694,3.59888,0.0752704,3960.37,1585.56,418.474,176.448,51.4391,14.462,175.433,172.617,0.969352,3.5064,34.559,train
1695,0.403768,0.355669,1223.95,1776.32,3091.18,86.041,37.7328,22.2085,41.1019,72.885,0.930257,6.25501,7.18449,train
1696,0.117368,0.121555,4168.47,4076.77,128.065,139.952,25.8574,11.5956,116.251,49.2566,0.207731,0.261762,90.5442,train
1697,2.6895,3.83976,2313.08,1927.7,3084.3,100.758,7.1498,198.189,68.8996,33.9253,0.340335,0.495787,64.2576,train
1698,0.0672154,0.838542,1767.44,1517.26,1678.67,158.458,52.9627,12.5327,52.963,62.8132,0.999998,14.1303,7.46585,test
1699,0.533004,0.167129,4088.61,2585.92,163.334,160.319,19.2814,18.6668,151.753,62.4735,0.306245,0.37793,114.286,train
1700,0.0664873,2.38845,2019.24,2365.96,446.971,201.186,16.0956,23.9079,23.1069,20.3264,0.96212,3.3293,53.4886,test
1701,1.66571,1.2044,3893.08,3009.92,1621.06,170.725,51.7296,142.697,148.72,91.0925,0.330793,0.44717,88.0267,train
1702,0.2704,1.20177,3421.82,3802.7,929.759,252.923,13.0715,134.574,107.479,42.519,0.606393,1.00486,144.741,train
1703,0.225738,2.86346,1778.13,3362.52,590.502,147.241,9.99065,42.0665,42.4388,14.3596,0.763583,1.47114,71.2386,test
1704,2.27247,0.74036,3078.09,4010.17,8736.99,235.309,20.3962,564.843,154.558,210.645,0.885239,2.94277,64.6497,train
1705,1.54594,0.191112,3579.08,2089.1,2327.74,172.874,20.3635,60.6374,161.915,172.241,0.995848,5.83024,26.0499,train
1706,0.486441,2.50143,2390.96,2814.08,106.671,129.149,12.424,11.8142,118.992,14.1023,0.0870232,0.0917158,110.753,train
1707,0.127548,0.06078,1400.03,1144.08,2527.2,91.6303,31.2083,4.20157,68.1015,91.6303,1,36.3432,1.66254,train
1708,2.46397,0.0754823,3352,2746.88,1440.8,119.513,54.7788,13.4072,117.89,119.441,0.998886,6.94893,9.30536,train
1709,0.160666,1.26063,2933.21,3575.47,2705.88,191.201,9.04769,85.3931,10.0024,27.9931,0.994759,5.74172,31.5583,train
1710,0.123654,0.658688,1361.7,2944.55,208.506,281.081,54.1666,26.6214,122.978,67.8923,0.696751,1.23831,127.677,test
1711,0.321259,0.161688,1798.1,2314.03,18221.8,202.221,59.117,53.5427,109.532,202.221,1,48.7017,2.93838,train
1712,1.06913,3.8181,1678.53,2713.98,108.002,246.774,18.1027,23.85,233.483,20.4044,0.0581192,0.0601829,220.829,train
1713,0.226455,1.63848,3811.03,1626.45,17739.8,185.714,46.9641,119.746,46.9642,91.8983,0.999999,20.5553,6.7501,test
1714,3.55203,3.36774,2909.57,3773.39,154.781,217.46,41.3164,26.8984,214.857,43.4331,0.0147759,0.0149765,173.784,train
1715,0.346982,0.556308,1088.82,3635.63,253.313,205.657,39.3082,29.6222,127.25,53.9544,0.471341,0.670493,116.939,train
1716,0.404367,0.60934,2458.54,1738.2,500.346,253.224,41.5535,71.1785,181.626,108.757,0.338249,0.50329,142.259,train
1717,0.261351,0.0595679,3577.32,3208.09,961.324,168.368,24.6785,27.0581,139.426,166.271,0.985407,5.0305,28.1467,train
1718,0.188439,0.464127,3132.38,2650.03,277.88,221.164,23.7977,40.5251,152.508,56.7461,0.34786,0.470773,145.837,train
1719,1.10086,0.148557,1685.69,3545.12,7523.97,225.676,33.1305,101.402,171.033,225.671,0.999974,14.2864,13.4772,test
1720,0.755857,1.97679,1854.29,2010.2,1738.37,81.139,29.3768,47.5585,47.2068,41.345,0.65554,1.2403,27.3581,train
1721,1.94648,0.876726,3155.97,1807.78,3896.73,221.308,17.0248,283.332,175.185,195.791,0.875093,2.45862,72.71,train
1722,1.55315,0.0654228,3327.89,3866.18,10318.8,204.202,29.2833,44.2432,195.642,204.202,1,40.796,4.28763,train
1723,0.0828742,4.47813,2776.27,3402.55,102.199,132.494,19.5909,9.29524,92.0944,20.2009,0.357827,0.444187,90.9524,train
1724,0.538815,1.13997,3946.46,1833.59,9702.01,292.488,51.2291,417.786,96.013,251.104,0.828464,4.64157,43.0618,test
1725,2.91984,0.407673,1166.92,3650.09,14072.6,103.49,42.371,90.6979,76.8703,103.322,0.997257,9.45708,6.44501,train
1726,1.05096,2.19304,4025.83,1743.79,126.345,156.414,7.44128,18.2481,152.101,12.213,0.0320309,0.0330383,144.431,train
1727,1.36265,1.31476,3660.55,2484.9,397.936,137.437,18.4898,42.9936,128.818,31.6496,0.110635,0.121803,108.042,test
1728,1.1784,4.27495,3058.03,3823.4,8308.37,251.702,10.3576,753.07,42.7238,56.4314,0.865892,2.30559,90.6399,train
1729,0.571405,0.637145,1892.68,3651.58,158.837,141.496,39.093,14.6789,127.923,45.4022,0.132543,0.146869,92.4147,train
1730,0.0621724,0.157921,1154.94,2363.69,10930.6,296.487,59.0413,17.0498,59.0413,104.718,1,152.226,1.55982,test
1731,0.187924,0.191663,1840.12,2333.97,724.647,96.0496,44.4443,13.0003,58.4549,73.5059,0.728504,2.09556,17.9402,train
1732,0.623312,0.257488,1842.47,1450.81,3758.72,107.536,6.12985,37.853,74.5749,107.458,0.99924,10.0617,10.0707,train
1733,0.619736,1.27383,2858.05,2735.7,190.042,147.587,16.9537,22.9625,134.623,23.543,0.0992406,0.107294,120.829,train
1734,0.200292,0.233817,2189.54,4074.73,7928.25,159.732,25.2494,58.9755,25.2536,87.1502,0.999969,18.0784,7.43865,train
1735,1.35513,1.02304,2167.83,2250.04,267.53,211.361,36.409,42.4072,196.925,54.8318,0.105302,0.116222,158.514,train
1736,2.94997,0.0756905,2484.93,1549.06,2626.37,227.993,36.506,22.4516,224.93,227.993,1,22.4,8.54852,train
1737,0.662335,0.213459,2837.74,1038.74,7781.63,240.626,36.9618,45.1582,216.6,240.626,1,35.0953,5.80318,train
1738,0.220593,0.765883,3319.36,1259.85,427.603,111.167,18.3081,26.2053,75.3787,45.4669,0.385406,0.583974,61.2842,test
1739,0.0782026,0.250727,3711.48,3938.3,1718.5,157.883,49.476,31.1236,50.6517,80.9955,0.989155,5.92082,18.1109,train
1740,0.446673,3.47818,2312.7,2787.52,12809.6,217.56,8.63289,215.823,8.63577,30.893,0.999986,12.4001,16.8485,train
1741,0.229527,0.19347,3118.68,2307.64,2756.1,220.321,36.2138,78.9686,110.002,213.091,0.96073,6.17325,28.6523,train
1742,0.369508,0.296943,3236.64,1559.89,13992.8,248.892,38.3038,97.5443,167.331,248.892,1,30.209,6.97106,train
1743,0.157721,0.0609838,3292.46,1163.99,3503.57,181.432,37.2904,10.2318,161.728,181.432,1,49.3568,2.9204,train
1744,0.207908,0.0523916,1535.78,3472.76,3878.27,105.3,21.8132,15.1893,57.7299,105.296,0.999955,21.3157,3.91651,test
1745,0.140648,0.079512,1249.3,3042.62,2014.43,87.414,46.7316,7.06076,47.2304,75.9174,0.98774,11.4644,3.50509,train
1746,3.30452,0.127245,3540.23,2108.09,15482,150.255,27.0192,33.0572,147.429,150.255,1,57.7164,2.1352,train
1747,0.244787,4.57783,2584.92,3440.33,557.037,178.596,52.7758,46.2114,105.564,55.71,0.580445,0.880334,82.9592,train
1748,2.89642,3.21565,1860.02,4144.08,280.423,227.14,5.85117,59.8617,216.028,10.3433,0.0502124,0.0520516,213.47,train
1749,0.360288,0.432151,3162.05,1930.8,1507.05,205.268,41.8867,95.2918,121.624,156.091,0.699005,1.80615,63.2309,test
1750,0.784056,0.881274,2515.9,3467.18,5167.14,197.3,20.1714,283.703,53.4782,113.02,0.811963,2.61945,54.9052,test
1751,2.81147,0.143574,3323.43,1488.28,199.379,258.177,52.811,26.4927,255.341,176.796,0.603726,0.933085,132.876,train
1752,1.48234,0.157024,1357.22,1658.49,11815.2,93.6897,22.9242,18.4289,84.5296,93.6897,1,45.3693,1.55977,train
1753,0.439502,0.0776391,3225.52,1107.05,1190.12,114.422,20.1319,8.10432,108.706,114.422,0.999998,13.8465,6.80968,train
1754,0.317479,0.305613,2245.75,2937.35,124.511,99.1924,42.7409,6.07625,90.67,49.5096,0.150968,0.174636,48.8007,train
1755,0.363132,0.370216,1104.25,1654.52,1723.52,145.997,19.8402,45.9379,31.4348,94.8374,0.908094,4.29819,26.6536,train
1756,0.133958,3.28989,3864.02,1528.9,548.672,168.721,56.2465,37.2029,96.8473,63.6428,0.639021,1.05999,67.8053,train
1757,0.452103,4.16318,3632.24,2708.4,3868.36,82.052,47.9729,49.4462,51.9412,52.3582,0.883556,2.35567,12.7822,train
1758,3.83558,3.25801,2847.72,2619.45,1544.3,182.332,12.6674,225.622,161.676,39.1047,0.155821,0.180954,146.099,test
1759,0.532441,0.983971,3881.66,1391.87,2557.76,144.127,8.242,134.43,79.0829,106.398,0.722346,1.86758,52.5579,train
1760,1.26577,3.12048,3401.24,3451.05,879.443,162.988,15.5333,113.333,136.663,26.0573,0.178528,0.204275,128.869,train
1761,0.462519,0.308343,2828.04,2407.5,19601,131.92,45.274,64.3199,82.7461,131.919,0.999995,26.4044,3.28146,train
1762,0.274466,3.30588,1951.85,2542.28,1338.34,231.325,58.4728,84.1884,74.1744,68.4899,0.909162,2.49822,62.9052,train
1763,1.23935,0.132172,3973.79,2219.68,2243.23,247.007,9.28521,69.6933,232.856,246.839,0.999291,7.64617,31.0683,test
1764,0.116816,0.959095,2899.28,2206.58,19935.2,135.568,8.53503,43.024,8.53503,28.8647,1,58.861,2.15819,train
1765,3.68324,0.120267,1121.72,1469.6,2794.01,185.82,13.1252,30.5226,178.432,185.819,1,15.8083,10.9243,train
1766,0.177246,0.26052,2408.4,4124.19,1752.36,86.5042,53.6217,13.2995,55.349,65.9998,0.947471,4.10505,7.58947,test
1767,3.15051,0.349371,3253.65,3190.82,1252.45,241.431,7.56743,171.787,224.672,161.667,0.658929,1.12349,137.161,test
1768,0.132583,0.892205,1549.33,4089.82,101.292,251.455,19.0075,18.4174,161.795,24.0548,0.385719,0.493109,181.824,test
1769,2.32756,3.27323,2375.5,3940.22,241.47,133.446,42.3966,21.3195,129.59,44.0496,0.042349,0.0436724,88.2907,train
1770,0.0960424,0.0939684,2768.62,1724.56,914.837,260.813,51.2501,32.3925,138.993,251.137,0.953829,5.64526,35.4079,train
1771,0.0677467,0.414956,3983.16,1136.64,525.332,218.281,48.4993,34.4708,90.5385,121.584,0.752393,1.94679,65.6171,test
1772,0.678207,1.22137,3029.93,1867.96,103.622,191.631,56.4641,13.3658,185.127,62.3225,0.0481204,0.0504265,128.985,train
1773,1.95629,1.49507,3695.76,3362.86,12623,268.891,6.9304,1040.97,124.911,213.977,0.790375,2.51068,82.4665,test
1774,0.993077,0.124575,3172.73,2982.43,383.577,294.954,9.45514,66.5618,273.828,188.608,0.62751,1.03241,173.529,train
1775,0.242492,0.238225,1773.5,4080.66,399.711,291.175,31.0967,61.4186,148.361,94.2771,0.549119,0.929432,153.657,train
1776,4.2556,0.0861411,3269.68,4082.43,9878.62,195.611,29.8101,58.3064,191.421,195.611,1,28.091,5.90229,train
1777,4.43207,1.84137,1301.38,2125.01,1031.56,192.993,54.2011,117.178,172.677,84.1474,0.215764,0.263628,113.593,train
1778,0.153404,0.320574,1486.26,1913.37,750.702,231.507,35.5011,40.9666,51.8279,102.29,0.916703,3.29257,54.5711,train
1779,3.29264,0.0965271,3727.22,1661.65,2615.08,224.285,39.9782,29.5618,221.876,224.285,1,16.304,11.3043,train
1780,0.078665,1.41215,2531.42,3415.33,117.059,115.963,41.5357,6.53894,83.1259,42.8915,0.441195,0.587841,55.8601,test
1781,0.0904914,4.13299,1812.39,4166.34,16202.7,93.5908,7.11512,14.1825,7.11512,7.93876,1,98.7932,0.87532,train
1782,1.37788,0.398238,1416.74,2586.47,6425.83,229.964,18.4221,212.337,121.191,224.568,0.97449,6.23848,33.0442,train
1783,0.134093,0.899237,3611.04,1062.77,7692.67,183.248,56.041,61.5834,56.0657,120.48,0.999805,15.8869,8.00547,train
1784,2.08969,1.57283,1111.1,1049.46,9319.16,242.251,20.0942,342.627,94.6848,227.668,0.934357,5.64584,36.7659,test
1785,0.392516,0.0511544,3901.42,2188.48,769.918,181.136,55.911,13.9968,171.996,180.938,0.99842,6.87731,18.1796,train
1786,0.262934,0.276306,2734.02,3274.33,570.969,199.088,21.5374,59.1148,116.855,86.8781,0.463153,0.794262,103.534,train
1787,1.13896,2.87906,1083.93,2506.3,249.763,137.368,7.48403,28.9437,113.923,11.4952,0.180505,0.20231,115.884,train
1788,2.25556,0.255862,2422.42,2020.87,2348.12,297.78,36.2976,133.195,273.403,293.896,0.985144,4.54125,56.724,train
1789,2.95376,0.206564,2372.55,1890.75,15074.6,245.845,20.0213,88.1981,233.26,245.845,1,38.5974,5.85076,train
1790,0.0592675,0.0797639,3988.47,2217.06,722.044,212.367,21.6531,29.5794,87.2352,188.918,0.877049,4.08301,40.9661,train
1791,0.0547232,2.14945,3838.71,4030.78,158.553,81.8782,9.44843,8.02327,43.6842,10.3745,0.527324,0.754778,50.6029,train
1792,4.51843,1.59598,2156.12,3691.62,1660.89,143.629,30.5035,153.101,127.914,56.4892,0.229706,0.281902,92.1799,train
1793,0.0510852,0.326198,1596.8,2201.02,12197.2,246.034,40.189,16.7913,40.189,63.5763,1,149.525,1.37665,train
1794,0.262374,0.85284,3814.57,3640.8,8267.71,151.121,30.9317,119.988,31.2338,69.5748,0.997486,8.26074,14.5128,train
1795,0.229153,0.384811,2062.02,1461.7,278.097,248.336,28.504,39.6408,164.443,98.979,0.381621,0.588542,142.543,train
1796,0.265592,4.84406,2179.01,3289.23,104.252,250.843,47.6481,19.3305,217.441,48.8613,0.164383,0.180139,185.422,train
1797,0.192654,0.433217,3997.03,3882.54,694.361,241.95,24.4655,90.0433,125.017,77.9995,0.537661,0.901717,129.678,train
1798,0.284753,3.38148,4175.97,1631.76,843.498,117.866,34.8745,48.0532,77.4551,43.5833,0.486927,0.709347,56.9689,train
1799,2.73135,0.0525153,1125.49,1492.96,2059.74,127.944,23.7142,8.17193,125.285,127.944,1,26.2711,3.96746,train
1800,0.176823,1.08859,1461.58,3098.28,2736.81,165.104,11.3964,39.7223,11.4045,23.1739,0.999948,10.5897,14.5141,train
1801,0.301994,0.907931,3890.26,3603.36,1426.55,293.71,5.55492,219.223,107.112,72.5626,0.647563,1.21425,153.674,test
1802,2.72984,1.72243,3171.13,1309.36,1060.43,227.009,52.5866,141.582,210.654,115.364,0.359918,0.470198,133.514,train
1803,0.0584963,1.12088,1271.56,1915.24,5469.95,102.828,42.579,4.48146,42.579,44.6665,1,73.5389,0.819287,train
1804,1.4851,0.0591057,3696.85,2532.79,300.88,232.999,47.0555,23.9884,228.63,207.296,0.861769,2.00986,79.7274,train
1805,4.49351,1.18293,2864.56,2207.62,2322.78,201.058,12.339,278.055,179.457,118.814,0.564197,0.889454,119.708,train
1806,2.8878,0.164223,3479.87,2202.61,316.861,204.294,51.4147,32.0278,201.107,139.957,0.579167,0.875982,101.078,train
1807,0.146172,0.0874932,2671.16,2974.77,4418.51,132.378,52.061,20.8798,78.9012,132.284,0.998836,16.9765,4.72553,train
1808,0.654814,0.947937,3840.84,1973.66,15579.1,170.559,19.1709,273.803,61.6919,165.519,0.966709,8.327,17.5751,train
1809,1.03278,0.0622272,2722.38,3492.7,1216.03,218.66,10.8034,44.9369,202.678,217.561,0.994713,5.59503,36.9539,test
1810,2.08098,0.559636,1635.91,2039.64,207.277,245.917,24.1475,40.9529,233.887,60.0253,0.16178,0.18159,197.576,train
1811,0.123294,0.154914,1477.27,1709.58,120.734,266.555,27.4236,18.4725,165.136,97.1736,0.424115,0.662867,153.001,train
1812,0.0772229,0.480465,2916.33,3684.31,1772.14,139.367,59.4502,17.9816,59.5228,69.6083,0.999092,7.86893,10.1468,train
1813,0.142993,0.0702625,2073.13,3644.73,200.423,208.854,36.0852,20.012,141.347,114.23,0.452309,0.782635,99.8486,train
1814,0.101116,0.258802,3450.09,2091.2,951.771,158.967,19.9923,39.8341,44.7828,93.5948,0.821619,2.72825,41.8526,train
1815,0.0919002,0.204417,2028.02,2622.34,367.916,134.693,7.84043,18.9357,33.0932,43.165,0.800928,1.97405,51.4676,train
1816,4.21517,0.443707,3376.21,1686.88,315.541,182.376,47.5164,34.4529,179.955,93.5468,0.34132,0.421575,109.187,train
1817,0.237552,0.0534959,2724.98,1010.96,107.137,194.488,50.2997,6.61887,184.263,172.685,0.848785,1.981,61.7794,train
1818,0.0600194,0.7506,3165.19,4031.87,16105.6,134.563,30.6408,19.7423,30.6408,37.1644,1,84.7787,1.2258,train
1819,0.0655068,2.83498,2968.56,2187.96,16175.7,169.453,36.4031,25.8729,36.4031,40.5743,1,83.1822,1.59949,train
1820,0.279199,0.10264,2667.2,1940.99,656.034,171.854,39.5042,24.5935,138.828,162.951,0.932731,3.29296,37.4881,train
1821,2.57459,0.218556,2131.36,2990.76,1922.39,219.62,12.3064,126.48,196.571,205.806,0.933367,2.94103,65.7932,train
1822,0.700594,0.545639,1376.43,1126.53,529.344,144.507,20.8633,38.2042,104.889,83.0162,0.502678,0.861168,72.1727,train
1823,0.0555341,0.0869307,2758.05,1694.5,9351.13,218.569,57.9162,23.5777,64.6337,217.978,0.996317,63.4818,2.52137,train
1824,0.296871,0.152067,2504.05,2718.69,1004.84,134.241,59.5649,25.1274,100.44,120.344,0.8139,2.43053,25.0064,test
1825,1.01031,0.0729121,1512.14,1757.5,2389.59,262.745,15.1866,31.7228,241.98,262.745,1,18.6479,13.2754,train
1826,0.766094,0.151279,1766.37,2042.71,2470.29,176.693,19.5345,48.4867,140.862,176.439,0.998383,7.99394,19.6279,train
